User_ID,Age_Group,Source_Channel,User_Device,Video_Completion_Rate,Watch_Duration_Mins,Is_Speed_Watching,Drop_off_Point,Registration_Status,Lead_Score,Consultation_Booked,Enrollment_Status,NPS_Score,Feedback_Keywords
U000194,25-34,WeChat Moments (朋友圈),PC,0.92,18.3,No,End,Registered,100,Yes,Not Paid,7,Instructor Boring
U000195,18-24,WeChat Channels (视频号),Android,0.52,10.4,Yes,Middle,Visitor,54,No,Not Paid,6,Content Too Basic
U000196,18-24,WeChat Channels (视频号),iOS,0.9,17.9,Yes,End,Registered,95,Yes,Not Paid,8,Too Expensive
U000197,25-34,Douyin (TikTok China),Android,0.7,14.0,Yes,Middle,Registered,84,Yes,Not Paid,4,"Pace Too Fast, Not Enough Examples, Audio Bad"
U000198,35-44,WeChat Channels (视频号),PC,0.91,18.3,Yes,End,Registered,100,Yes,Paid,9,"Clear Structure, Practical Tips"
U000199,25-34,Douyin (TikTok China),Android,0.79,15.9,Yes,End,Registered,100,Yes,Paid,10,Want More Examples
U000200,35-44,Douyin (TikTok China),Android,0.74,14.8,Yes,End,Registered,75,No,Not Paid,8,"Not Enough Examples, Hard to Follow, Too Expensive"
U000201,18-24,WeChat Channels (视频号),Android,0.85,17.0,Yes,End,Registered,93,Yes,Not Paid,1,"Hard to Follow, Sales Too Pushy"
U000202,18-24,Douyin (TikTok China),iOS,0.62,12.5,Yes,Sales_Pitch,Registered,68,No,Not Paid,7,"Hard to Follow, Sales Too Pushy"
U000203,25-34,WeChat Channels (视频号),iOS,0.77,15.3,Yes,Sales_Pitch,Registered,98,Yes,Paid,8,"Clear Structure, Good Audio"
U000204,18-24,Douyin (TikTok China),Android,0.91,18.3,No,End,Registered,100,Yes,Not Paid,7,"Sales Too Pushy, Content Too Basic, Not Enough Examples"
U000205,25-34,Douyin (TikTok China),PC,0.46,9.3,No,Sales_Pitch,Registered,75,Yes,Not Paid,5,"Too Expensive, Hard to Follow"
U000206,25-34,WeChat Moments (朋友圈),PC,0.32,6.3,No,Intro,Registered,67,Yes,Not Paid,8,"Audio Bad, Content Too Basic"
U000207,35-44,Douyin (TikTok China),iOS,0.28,5.7,Yes,Intro,Registered,50,No,Not Paid,7,"Too Expensive, Not Enough Examples"
U000208,25-34,Douyin (TikTok China),Android,0.71,14.1,No,End,Registered,89,Yes,Not Paid,7,"Not Enough Examples, Too Expensive, Content Too Basic"
U000209,35-44,WeChat Channels (视频号),Android,0.96,19.2,No,Sales_Pitch,Registered,100,Yes,Not Paid,5,"Content Too Basic, Need More Support, Sales Too Pushy"
U000210,35-44,WeChat Channels (视频号),Android,0.7,14.0,Yes,Middle,Registered,72,No,Not Paid,4,"Hard to Follow, Need More Support, Sales Too Pushy"
U000211,45-54,Douyin (TikTok China),Android,0.66,13.2,Yes,Sales_Pitch,Registered,82,Yes,Not Paid,4,"Content Too Basic, Audio Bad"
U000212,45-54,WeChat Moments (朋友圈),Android,0.87,17.5,No,End,Registered,100,Yes,Paid,10,Good Instructor
U000213,45-54,WeChat Moments (朋友圈),Android,0.85,17.0,No,Sales_Pitch,Registered,97,Yes,Not Paid,8,"Too Expensive, Not Enough Examples"
U000214,35-44,Douyin (TikTok China),Android,0.71,14.1,Yes,End,Registered,85,Yes,Not Paid,8,Too Expensive
U000215,25-34,WeChat Channels (视频号),iOS,0.71,14.2,No,End,Registered,99,Yes,Paid,8,"Content Useful, Good Instructor"
U000216,18-24,Douyin (TikTok China),iOS,0.78,15.5,Yes,End,Registered,99,Yes,Paid,10,"Good Audio, Content Useful"
U000217,35-44,Douyin (TikTok China),Android,0.99,19.7,Yes,Sales_Pitch,Registered,100,Yes,Not Paid,9,"Sales Too Pushy, Audio Bad, Instructor Boring"
U000218,18-24,WeChat Channels (视频号),Android,0.9,18.0,Yes,Sales_Pitch,Registered,100,Yes,Paid,10,Good Audio
U000219,25-34,WeChat Channels (视频号),Android,0.86,17.3,Yes,Sales_Pitch,Registered,94,Yes,Not Paid,5,"Need More Support, Pace Too Fast"
U000220,25-34,WeChat Channels (视频号),iOS,0.71,14.2,No,End,Registered,89,Yes,Not Paid,6,"Too Expensive, Audio Bad, Content Too Basic"
U000221,25-34,WeChat Channels (视频号),Android,0.65,13.0,No,Middle,Registered,86,Yes,Not Paid,6,"Sales Too Pushy, Hard to Follow, Too Expensive"
U000222,35-44,Douyin (TikTok China),PC,0.89,17.8,Yes,End,Registered,100,Yes,Paid,9,"Easy to Follow, Content Useful"
U000223,35-44,Douyin (TikTok China),Android,0.75,15.0,Yes,Sales_Pitch,Registered,87,Yes,Not Paid,2,Content Too Basic
U000224,35-44,Douyin (TikTok China),iOS,0.54,10.9,No,Sales_Pitch,Registered,80,Yes,Not Paid,2,"Need More Support, Instructor Boring, Pace Too Fast"
U000225,18-24,Douyin (TikTok China),Android,0.45,9.1,Yes,Sales_Pitch,Registered,71,Yes,Not Paid,5,"Too Expensive, Content Too Basic, Sales Too Pushy"
U000226,18-24,Douyin (TikTok China),Android,0.85,16.9,No,End,Registered,85,No,Not Paid,7,Too Expensive
U000227,45-54,WeChat Channels (视频号),iOS,0.67,13.4,Yes,Sales_Pitch,Visitor,63,No,Not Paid,5,Not Enough Examples
U000228,25-34,WeChat Channels (视频号),iOS,0.37,7.4,No,Sales_Pitch,Registered,70,Yes,Not Paid,5,"Too Expensive, Hard to Follow, Content Too Basic"
U000229,25-34,Douyin (TikTok China),Android,0.7,14.1,Yes,Sales_Pitch,Registered,95,Yes,Paid,10,Content Useful
U000230,25-34,WeChat Moments (朋友圈),PC,0.49,9.8,No,Middle,Registered,87,Yes,Paid,10,"Good Audio, Good Instructor"
U000231,25-34,Douyin (TikTok China),Android,0.54,10.8,Yes,Middle,Registered,76,Yes,Not Paid,4,"Audio Bad, Sales Too Pushy"
U000232,35-44,WeChat Moments (朋友圈),iOS,0.91,18.3,No,End,Registered,100,Yes,Paid,9,Good Instructor
U000233,35-44,WeChat Channels (视频号),iOS,0.88,17.5,Yes,End,Registered,94,Yes,Not Paid,3,"Not Enough Examples, Sales Too Pushy"
U000234,35-44,WeChat Channels (视频号),PC,0.5,9.9,Yes,Sales_Pitch,Registered,73,Yes,Not Paid,5,"Sales Too Pushy, Hard to Follow, Pace Too Fast"
U000235,25-34,WeChat Channels (视频号),PC,0.76,15.1,No,Sales_Pitch,Registered,92,Yes,Not Paid,7,"Too Expensive, Need More Support, Not Enough Examples"
U000236,25-34,Douyin (TikTok China),Android,0.84,16.7,Yes,End,Registered,92,Yes,Not Paid,8,"Audio Bad, Need More Support, Not Enough Examples"
U000237,18-24,WeChat Moments (朋友圈),iOS,0.45,9.0,No,Middle,Visitor,55,No,Not Paid,3,"Pace Too Fast, Too Expensive, Content Too Basic"
U000238,18-24,WeChat Channels (视频号),Android,0.82,16.4,No,Sales_Pitch,Registered,95,Yes,Not Paid,7,Hard to Follow
U000239,25-34,WeChat Moments (朋友圈),Android,0.83,16.6,No,Sales_Pitch,Registered,100,Yes,Paid,9,"Good Audio, Clear Structure"
U000240,25-34,WeChat Moments (朋友圈),iOS,0.81,16.2,No,Sales_Pitch,Registered,100,Yes,Paid,9,Clear Structure
U000241,25-34,Douyin (TikTok China),iOS,0.86,17.1,Yes,End,Registered,100,Yes,Paid,10,Good Instructor
U000242,25-34,Douyin (TikTok China),Android,0.22,4.3,No,Intro,Registered,50,No,Not Paid,6,"Sales Too Pushy, Content Too Basic"
U000243,35-44,Douyin (TikTok China),iOS,0.74,14.7,No,Sales_Pitch,Visitor,70,No,Not Paid,5,Instructor Boring
U000244,25-34,WeChat Channels (视频号),Android,0.61,12.2,Yes,Middle,Registered,80,Yes,Not Paid,7,"Content Too Basic, Need More Support, Pace Too Fast"
U000245,35-44,Douyin (TikTok China),Android,0.65,13.1,Yes,Middle,Registered,82,Yes,Not Paid,5,"Hard to Follow, Too Expensive"
U000246,25-34,WeChat Channels (视频号),iOS,0.66,13.2,Yes,Middle,Registered,82,Yes,Not Paid,6,Content Too Basic
U000247,25-34,WeChat Moments (朋友圈),iOS,0.76,15.2,No,Sales_Pitch,Registered,100,Yes,Paid,8,Practical Tips
U000248,25-34,WeChat Channels (视频号),Android,0.9,18.1,No,End,Registered,88,No,Not Paid,9,Audio Bad
U000249,45-54,WeChat Channels (视频号),iOS,0.4,8.0,No,Middle,Visitor,52,No,Not Paid,7,"Pace Too Fast, Instructor Boring"
U000250,18-24,Douyin (TikTok China),iOS,0.75,15.0,Yes,Sales_Pitch,Visitor,67,No,Not Paid,5,"Audio Bad, Instructor Boring, Hard to Follow"
U000251,25-34,WeChat Moments (朋友圈),Android,0.96,19.2,No,End,Registered,100,Yes,Not Paid,10,Audio Bad
U000252,18-24,Douyin (TikTok China),iOS,0.53,10.7,No,Sales_Pitch,Visitor,59,No,Not Paid,6,"Need More Support, Instructor Boring, Too Expensive"
U000253,25-34,WeChat Channels (视频号),Android,0.77,15.5,Yes,Sales_Pitch,Registered,99,Yes,Paid,10,"Practical Tips, Easy to Follow"
U000254,18-24,Douyin (TikTok China),Android,0.7,14.0,No,Middle,Visitor,68,No,Not Paid,5,Not Enough Examples
U000255,25-34,WeChat Moments (朋友圈),iOS,0.91,18.1,No,End,Visitor,80,No,Not Paid,7,"Too Expensive, Content Too Basic"
U000256,18-24,WeChat Moments (朋友圈),Android,0.88,17.7,No,Sales_Pitch,Registered,99,Yes,Not Paid,7,"Sales Too Pushy, Pace Too Fast, Instructor Boring"
U000257,35-44,Douyin (TikTok China),Android,0.8,16.0,No,End,Registered,82,No,Not Paid,6,Sales Too Pushy
U000258,25-34,Douyin (TikTok China),Android,0.65,13.0,No,Middle,Registered,96,Yes,Paid,9,Content Useful
U000259,25-34,Douyin (TikTok China),iOS,0.67,13.4,Yes,Sales_Pitch,Visitor,63,No,Not Paid,5,"Content Too Basic, Too Expensive, Sales Too Pushy"
U000260,18-24,Douyin (TikTok China),iOS,0.38,7.6,Yes,Sales_Pitch,Registered,77,Yes,Paid,9,Content Useful
U000261,25-34,WeChat Channels (视频号),iOS,0.91,18.1,Yes,End,Registered,84,No,Not Paid,1,"Pace Too Fast, Hard to Follow, Sales Too Pushy"
U000262,25-34,Douyin (TikTok China),iOS,0.84,16.9,Yes,End,Visitor,72,No,Not Paid,3,"Too Expensive, Hard to Follow, Content Too Basic"
U000263,35-44,Douyin (TikTok China),Android,0.55,11.0,Yes,Middle,Visitor,56,No,Not Paid,4,"Not Enough Examples, Sales Too Pushy, Too Expensive"
U000264,25-34,Douyin (TikTok China),iOS,0.68,13.5,Yes,Middle,Registered,71,No,Not Paid,7,"Not Enough Examples, Too Expensive"
U000265,25-34,Douyin (TikTok China),iOS,0.86,17.2,Yes,End,Registered,93,Yes,Not Paid,6,"Sales Too Pushy, Too Expensive"
U000266,35-44,WeChat Channels (视频号),Android,0.78,15.7,No,End,Visitor,73,No,Not Paid,7,"Sales Too Pushy, Too Expensive, Hard to Follow"
U000267,35-44,WeChat Moments (朋友圈),Android,0.86,17.2,No,Sales_Pitch,Registered,97,Yes,Not Paid,5,"Not Enough Examples, Pace Too Fast, Too Expensive"
U000268,45-54,WeChat Channels (视频号),iOS,0.51,10.1,No,Middle,Visitor,58,No,Not Paid,4,Sales Too Pushy
U000269,25-34,Douyin (TikTok China),iOS,0.77,15.3,Yes,End,Registered,76,No,Not Paid,8,"Pace Too Fast, Hard to Follow, Audio Bad"
U000270,25-34,WeChat Channels (视频号),Android,0.3,6.0,No,Intro,Registered,54,No,Not Paid,5,"Content Too Basic, Not Enough Examples, Too Expensive"
U000271,25-34,Douyin (TikTok China),Android,0.21,4.3,No,Intro,Registered,62,Yes,Not Paid,7,Content Too Basic
U000272,35-44,WeChat Channels (视频号),iOS,0.71,14.2,No,Sales_Pitch,Registered,99,Yes,Paid,8,"Practical Tips, Good Audio"
U000273,35-44,Douyin (TikTok China),iOS,0.47,9.3,No,Middle,Visitor,56,No,Not Paid,4,Sales Too Pushy
U000274,25-34,Douyin (TikTok China),Android,0.63,12.7,No,Sales_Pitch,Visitor,65,No,Not Paid,5,Sales Too Pushy
U000275,35-44,WeChat Channels (视频号),PC,0.69,13.8,No,Sales_Pitch,Visitor,68,No,Not Paid,4,"Pace Too Fast, Audio Bad, Content Too Basic"
U000276,25-34,Douyin (TikTok China),iOS,0.98,19.6,Yes,End,Registered,100,Yes,Not Paid,4,"Instructor Boring, Hard to Follow, Audio Bad"
U000277,35-44,WeChat Moments (朋友圈),Android,0.86,17.3,Yes,End,Registered,100,Yes,Paid,9,Content Useful
U000278,45-54,Douyin (TikTok China),Android,0.46,9.2,No,Sales_Pitch,Registered,63,No,Not Paid,10,"Too Expensive, Instructor Boring, Audio Bad"
U000279,18-24,WeChat Moments (朋友圈),PC,0.77,15.5,No,End,Registered,93,Yes,Not Paid,8,"Too Expensive, Content Too Basic, Instructor Boring"
U000280,25-34,Douyin (TikTok China),iOS,0.62,12.5,Yes,Sales_Pitch,Registered,80,Yes,Not Paid,8,"Need More Support, Instructor Boring"
U000281,35-44,WeChat Moments (朋友圈),Android,0.8,16.1,Yes,End,Registered,90,Yes,Not Paid,5,"Not Enough Examples, Instructor Boring"
U000282,25-34,Douyin (TikTok China),iOS,0.65,13.0,Yes,Sales_Pitch,Registered,92,Yes,Paid,10,"Easy to Follow, Content Useful"
U000283,25-34,WeChat Channels (视频号),Android,0.42,8.4,No,Middle,Registered,73,Yes,Not Paid,8,"Too Expensive, Sales Too Pushy, Audio Bad"
U000284,25-34,Douyin (TikTok China),iOS,0.9,18.1,Yes,End,Registered,100,Yes,Paid,10,Easy to Follow
U000285,18-24,WeChat Channels (视频号),iOS,0.81,16.3,Yes,End,Registered,100,Yes,Paid,10,"Want More Examples, Practical Tips"
U000286,18-24,WeChat Channels (视频号),iOS,0.38,7.6,Yes,Middle,Registered,55,No,Not Paid,6,"Audio Bad, Content Too Basic, Not Enough Examples"
U000287,18-24,WeChat Channels (视频号),Android,0.83,16.7,Yes,End,Registered,92,Yes,Not Paid,7,"Need More Support, Content Too Basic"
U000288,25-34,Douyin (TikTok China),Android,0.8,15.9,Yes,End,Registered,100,Yes,Paid,10,"Good Audio, Want More Examples"
U000289,25-34,Douyin (TikTok China),Android,0.45,8.9,No,Middle,Visitor,55,No,Not Paid,6,"Too Expensive, Hard to Follow, Need More Support"
U000290,25-34,WeChat Channels (视频号),Android,0.41,8.2,Yes,Middle,Visitor,48,No,Not Paid,6,"Hard to Follow, Need More Support"
U000291,45-54,WeChat Channels (视频号),Android,0.9,18.0,No,End,Registered,100,Yes,Not Paid,6,"Pace Too Fast, Instructor Boring, Sales Too Pushy"
U000292,45-54,Douyin (TikTok China),Android,0.2,4.0,No,Intro,Visitor,41,No,Not Paid,7,Instructor Boring
U000293,35-44,WeChat Moments (朋友圈),PC,0.79,15.9,Yes,Sales_Pitch,Registered,100,Yes,Paid,8,"Content Useful, Want More Examples"
U000294,35-44,WeChat Moments (朋友圈),iOS,0.61,12.3,Yes,Middle,Registered,80,Yes,Not Paid,5,Too Expensive
U000295,25-34,Douyin (TikTok China),Android,0.86,17.3,Yes,Sales_Pitch,Registered,81,No,Not Paid,6,Too Expensive
U000296,18-24,Douyin (TikTok China),Android,0.65,13.0,No,Sales_Pitch,Registered,86,Yes,Not Paid,8,"Need More Support, Instructor Boring"
U000297,35-44,Douyin (TikTok China),PC,0.84,16.9,No,Sales_Pitch,Registered,100,Yes,Paid,10,"Easy to Follow, Clear Structure"
U000298,25-34,WeChat Moments (朋友圈),iOS,0.92,18.4,No,End,Registered,100,Yes,Not Paid,7,"Need More Support, Sales Too Pushy"
U000299,35-44,Douyin (TikTok China),Android,0.42,8.4,No,Middle,Registered,73,Yes,Not Paid,4,"Sales Too Pushy, Too Expensive"
U000300,45-54,Douyin (TikTok China),Android,0.79,15.7,No,End,Registered,81,No,Not Paid,4,"Instructor Boring, Audio Bad, Sales Too Pushy"
U000301,35-44,WeChat Moments (朋友圈),Android,0.89,17.8,No,Sales_Pitch,Registered,100,Yes,Paid,8,"Good Audio, Practical Tips"
U000302,35-44,Douyin (TikTok China),Android,0.81,16.2,No,Sales_Pitch,Registered,95,Yes,Not Paid,7,"Audio Bad, Instructor Boring"
U000303,18-24,Douyin (TikTok China),PC,0.49,9.7,Yes,Middle,Visitor,53,No,Not Paid,7,"Sales Too Pushy, Need More Support"
U000304,35-44,Douyin (TikTok China),Android,0.73,14.6,Yes,Sales_Pitch,Registered,96,Yes,Paid,8,Clear Structure
U000305,25-34,WeChat Channels (视频号),PC,0.94,18.9,No,End,Registered,100,Yes,Not Paid,6,Too Expensive
U000306,18-24,WeChat Moments (朋友圈),Android,0.93,18.6,No,Sales_Pitch,Registered,100,Yes,Not Paid,5,Sales Too Pushy
U000307,18-24,Douyin (TikTok China),Android,0.29,5.8,No,Intro,Visitor,46,No,Not Paid,8,Content Too Basic
U000308,25-34,WeChat Moments (朋友圈),Android,0.74,14.8,Yes,End,Registered,97,Yes,Paid,9,"Good Instructor, Good Audio"
U000309,25-34,Douyin (TikTok China),iOS,0.81,16.2,Yes,End,Registered,91,Yes,Not Paid,6,"Sales Too Pushy, Need More Support, Hard to Follow"
U000310,25-34,Douyin (TikTok China),Android,0.81,16.3,No,End,Registered,83,No,Not Paid,8,"Instructor Boring, Not Enough Examples, Too Expensive"
U000311,45-54,WeChat Channels (视频号),iOS,0.9,18.0,No,End,Registered,100,Yes,Not Paid,8,Too Expensive
U000312,25-34,Douyin (TikTok China),Android,0.64,12.8,No,Middle,Registered,73,No,Not Paid,8,Too Expensive
U000313,45-54,Douyin (TikTok China),Android,0.35,7.1,Yes,Sales_Pitch,Registered,65,Yes,Not Paid,7,"Sales Too Pushy, Audio Bad"
U000314,18-24,Douyin (TikTok China),Android,0.9,18.0,No,End,Registered,100,Yes,Paid,9,Clear Structure
U000315,18-24,Douyin (TikTok China),iOS,0.67,13.4,Yes,Middle,Visitor,63,No,Not Paid,6,"Too Expensive, Sales Too Pushy"
U000316,35-44,Douyin (TikTok China),PC,0.6,12.0,Yes,Sales_Pitch,Registered,79,Yes,Not Paid,2,Need More Support
U000317,25-34,WeChat Channels (视频号),Android,0.94,18.9,No,End,Registered,100,Yes,Not Paid,5,Audio Bad
U000318,35-44,Douyin (TikTok China),Android,0.16,3.1,Yes,Intro,Registered,55,Yes,Not Paid,6,"Too Expensive, Sales Too Pushy"
U000319,25-34,WeChat Channels (视频号),iOS,0.52,10.4,Yes,Middle,Registered,75,Yes,Not Paid,8,Too Expensive
U000320,35-44,WeChat Moments (朋友圈),iOS,0.95,19.0,No,End,Registered,100,Yes,Paid,9,Clear Structure
U000321,25-34,WeChat Channels (视频号),Android,0.84,16.8,Yes,End,Registered,92,Yes,Not Paid,5,"Instructor Boring, Too Expensive"
U000322,25-34,WeChat Channels (视频号),Android,0.82,16.5,No,Sales_Pitch,Registered,95,Yes,Not Paid,9,Pace Too Fast
U000323,18-24,Douyin (TikTok China),Android,0.2,4.0,No,Intro,Visitor,41,No,Not Paid,9,"Content Too Basic, Need More Support"
U000324,25-34,Douyin (TikTok China),Android,0.9,18.0,No,End,Registered,99,Yes,Not Paid,6,"Not Enough Examples, Instructor Boring"
U000325,25-34,WeChat Moments (朋友圈),Android,0.83,16.6,No,End,Registered,96,Yes,Not Paid,7,Instructor Boring
U000326,18-24,WeChat Channels (视频号),PC,0.25,4.9,Yes,Intro,Visitor,40,No,Not Paid,4,"Need More Support, Sales Too Pushy, Not Enough Examples"
U000327,35-44,WeChat Moments (朋友圈),iOS,0.65,13.1,Yes,Sales_Pitch,Visitor,62,No,Not Paid,5,Need More Support
U000328,35-44,Douyin (TikTok China),Android,0.32,6.5,No,Intro,Registered,68,Yes,Not Paid,5,"Too Expensive, Not Enough Examples, Content Too Basic"
U000329,18-24,WeChat Channels (视频号),iOS,0.9,18.0,Yes,End,Registered,83,No,Not Paid,5,"Pace Too Fast, Content Too Basic"
U000330,25-34,Douyin (TikTok China),iOS,0.41,8.2,Yes,Middle,Visitor,48,No,Not Paid,9,"Sales Too Pushy, Content Too Basic"
U000331,25-34,Douyin (TikTok China),iOS,0.69,13.8,No,Middle,Registered,88,Yes,Not Paid,6,"Too Expensive, Need More Support"
U000332,35-44,WeChat Moments (朋友圈),PC,0.91,18.3,No,Sales_Pitch,Registered,100,Yes,Paid,9,Good Instructor
U000333,25-34,Douyin (TikTok China),iOS,0.84,16.8,Yes,End,Registered,100,Yes,Paid,9,Clear Structure
U000334,18-24,WeChat Moments (朋友圈),Android,0.96,19.2,Yes,Sales_Pitch,Registered,99,Yes,Not Paid,4,"Too Expensive, Sales Too Pushy, Need More Support"
U000335,35-44,Douyin (TikTok China),iOS,0.84,16.7,Yes,Sales_Pitch,Registered,92,Yes,Not Paid,6,"Not Enough Examples, Content Too Basic"
U000336,25-34,WeChat Moments (朋友圈),iOS,0.77,15.4,No,End,Visitor,72,No,Not Paid,4,"Instructor Boring, Need More Support, Not Enough Examples"
U000337,25-34,Douyin (TikTok China),Android,0.26,5.2,Yes,Intro,Visitor,40,No,Not Paid,4,"Pace Too Fast, Audio Bad"
U000338,18-24,WeChat Channels (视频号),Android,0.31,6.3,Yes,Middle,Visitor,43,No,Not Paid,8,Sales Too Pushy
U000339,25-34,WeChat Channels (视频号),iOS,0.5,10.1,Yes,Middle,Registered,74,Yes,Not Paid,7,"Instructor Boring, Need More Support, Content Too Basic"
U000340,35-44,Douyin (TikTok China),Android,0.61,12.3,No,Sales_Pitch,Visitor,64,No,Not Paid,7,"Too Expensive, Instructor Boring, Hard to Follow"
U000341,25-34,WeChat Moments (朋友圈),iOS,0.85,16.9,No,End,Registered,97,Yes,Not Paid,3,"Sales Too Pushy, Not Enough Examples, Need More Support"
U000342,25-34,WeChat Channels (视频号),Android,0.44,8.8,No,Middle,Registered,74,Yes,Not Paid,4,"Hard to Follow, Sales Too Pushy, Audio Bad"
U000343,35-44,Douyin (TikTok China),iOS,0.56,11.3,Yes,Sales_Pitch,Registered,77,Yes,Not Paid,7,Need More Support
U000344,25-34,Douyin (TikTok China),iOS,0.62,12.4,No,Sales_Pitch,Registered,94,Yes,Paid,9,Practical Tips
U000345,35-44,WeChat Channels (视频号),iOS,0.7,14.0,No,Middle,Registered,88,Yes,Not Paid,2,Pace Too Fast
U000346,35-44,WeChat Channels (视频号),iOS,0.48,9.7,No,Middle,Registered,77,Yes,Not Paid,9,"Sales Too Pushy, Not Enough Examples"
U000347,25-34,WeChat Moments (朋友圈),Android,0.91,18.3,Yes,End,Registered,96,Yes,Not Paid,7,"Content Too Basic, Not Enough Examples"
U000348,35-44,WeChat Channels (视频号),PC,0.83,16.6,No,End,Registered,96,Yes,Not Paid,10,"Instructor Boring, Need More Support"
U000349,18-24,WeChat Moments (朋友圈),iOS,0.86,17.2,No,Sales_Pitch,Registered,97,Yes,Not Paid,7,"Content Too Basic, Audio Bad, Not Enough Examples"
U000350,35-44,Douyin (TikTok China),Android,0.39,7.7,Yes,Middle,Visitor,47,No,Not Paid,6,"Content Too Basic, Not Enough Examples"
U000351,25-34,WeChat Moments (朋友圈),iOS,0.71,14.1,No,End,Registered,99,Yes,Paid,8,"Want More Examples, Practical Tips"
U000352,25-34,WeChat Moments (朋友圈),Android,0.98,19.6,No,Sales_Pitch,Registered,100,Yes,Not Paid,7,Pace Too Fast
U000353,25-34,Douyin (TikTok China),PC,0.45,9.0,No,Middle,Visitor,55,No,Not Paid,9,"Hard to Follow, Not Enough Examples"
U000354,45-54,Douyin (TikTok China),PC,0.47,9.4,Yes,Sales_Pitch,Visitor,52,No,Not Paid,5,"Hard to Follow, Instructor Boring, Too Expensive"
U000355,35-44,Douyin (TikTok China),iOS,0.96,19.1,Yes,Sales_Pitch,Registered,87,No,Not Paid,8,"Audio Bad, Too Expensive, Hard to Follow"
U000356,25-34,WeChat Channels (视频号),Android,0.86,17.2,Yes,Sales_Pitch,Registered,93,Yes,Not Paid,4,"Sales Too Pushy, Not Enough Examples, Audio Bad"
U000357,35-44,Douyin (TikTok China),iOS,0.8,16.1,Yes,Sales_Pitch,Registered,78,No,Not Paid,6,Need More Support
U000358,25-34,Douyin (TikTok China),iOS,0.67,13.4,No,Sales_Pitch,Registered,87,Yes,Not Paid,9,Audio Bad
U000359,25-34,WeChat Channels (视频号),iOS,0.77,15.4,No,End,Registered,80,No,Not Paid,7,"Instructor Boring, Audio Bad, Sales Too Pushy"
U000360,25-34,Douyin (TikTok China),iOS,0.26,5.2,Yes,Intro,Visitor,40,No,Not Paid,8,Content Too Basic
U000361,25-34,Douyin (TikTok China),iOS,0.55,11.0,No,Sales_Pitch,Registered,90,Yes,Paid,9,"Good Instructor, Easy to Follow"
U000362,25-34,WeChat Channels (视频号),Android,0.93,18.6,No,End,Registered,100,Yes,Paid,7,"Easy to Follow, Clear Structure"
U000363,35-44,Douyin (TikTok China),Android,0.49,9.9,No,Sales_Pitch,Visitor,57,No,Not Paid,6,"Too Expensive, Audio Bad"
U000364,35-44,Douyin (TikTok China),Android,0.5,9.9,Yes,Sales_Pitch,Visitor,53,No,Not Paid,8,"Audio Bad, Hard to Follow"
U000365,25-34,Douyin (TikTok China),iOS,0.79,15.7,Yes,Sales_Pitch,Registered,99,Yes,Paid,8,"Good Audio, Content Useful"
U000366,18-24,Douyin (TikTok China),iOS,0.56,11.2,No,Middle,Registered,81,Yes,Not Paid,7,"Too Expensive, Instructor Boring"
U000367,25-34,WeChat Channels (视频号),PC,0.92,18.3,Yes,End,Registered,96,Yes,Not Paid,7,Audio Bad
U000368,18-24,Douyin (TikTok China),Android,0.79,15.9,No,Sales_Pitch,Registered,94,Yes,Not Paid,6,"Sales Too Pushy, Content Too Basic, Too Expensive"
U000369,35-44,WeChat Channels (视频号),Android,0.61,12.2,Yes,Middle,Registered,80,Yes,Not Paid,7,"Too Expensive, Pace Too Fast"
U000370,18-24,Douyin (TikTok China),iOS,0.51,10.2,Yes,Middle,Registered,74,Yes,Not Paid,8,Audio Bad
U000371,25-34,Douyin (TikTok China),Android,0.71,14.3,Yes,Sales_Pitch,Registered,85,Yes,Not Paid,5,Content Too Basic
U000372,25-34,WeChat Channels (视频号),iOS,0.72,14.3,No,End,Registered,89,Yes,Not Paid,7,"Sales Too Pushy, Too Expensive"
U000373,25-34,Douyin (TikTok China),Android,0.5,9.9,Yes,Middle,Visitor,53,No,Not Paid,3,"Not Enough Examples, Instructor Boring, Audio Bad"
U000374,25-34,WeChat Channels (视频号),PC,0.56,11.2,No,Sales_Pitch,Visitor,61,No,Not Paid,4,Sales Too Pushy
U000375,18-24,Douyin (TikTok China),Android,0.79,15.8,No,End,Registered,94,Yes,Not Paid,8,"Too Expensive, Need More Support, Content Too Basic"
U000376,18-24,Douyin (TikTok China),Android,0.89,17.9,Yes,End,Registered,100,Yes,Paid,9,"Good Instructor, Clear Structure"
U000377,25-34,Douyin (TikTok China),PC,0.76,15.3,No,End,Registered,92,Yes,Not Paid,4,"Too Expensive, Sales Too Pushy, Not Enough Examples"
U000378,18-24,WeChat Moments (朋友圈),iOS,0.9,18.0,Yes,Sales_Pitch,Registered,95,Yes,Not Paid,7,Hard to Follow
U000379,25-34,Douyin (TikTok China),Android,0.4,7.9,Yes,Sales_Pitch,Visitor,48,No,Not Paid,6,"Need More Support, Audio Bad, Hard to Follow"
U000380,35-44,Douyin (TikTok China),Android,0.47,9.5,Yes,Sales_Pitch,Visitor,52,No,Not Paid,6,"Not Enough Examples, Pace Too Fast"
U000381,25-34,WeChat Channels (视频号),iOS,0.68,13.6,No,Middle,Registered,87,Yes,Not Paid,2,"Content Too Basic, Pace Too Fast, Need More Support"
U000382,35-44,WeChat Moments (朋友圈),iOS,0.79,15.7,No,Sales_Pitch,Registered,93,Yes,Not Paid,4,Hard to Follow
